id_persona,periodo,genero,edad
aafa5c4a,2025-12,F,18
f136e907,2025-12,F,18
8a0781b8,2025-12,F,18
9f7a2a56,2025-12,F,18
6b39cda7,2025-12,F,18
69f969bd,2025-12,F,18
62ee8821,2025-12,F,18
f242532d,2025-12,F,18
a9bef75e,2025-12,F,18
245491dc,2025-12,F,18
d5482e0d,2025-12,F,18
afa82540,2025-12,F,18
7d7af630,2025-12,F,18
e7598215,2025-12,F,18
de251e3d,2025-12,F,18
8a4fc1cc,2025-12,F,18
5b49a39b,2025-12,F,18
65a956c0,2025-12,F,18
dffd5361,2026-06,F,18
a1390072,2026-06,F,18
93530b3b,2026-06,F,18
c7c6217a,2026-06,F,18
328bc725,2026-06,F,18
adef9012,2026-06,F,18
b279a801,2026-06,F,18
f743ca2a,2026-06,F,18
e0408fc4,2026-06,F,18
0946baef,2026-06,F,18
008594ee,2026-06,F,18
a4dfc9c4,2026-06,F,18
6a53ae1c,2026-06,F,18
98e3419d,2026-06,F,18
1402980d,2026-06,F,18
8051a324,2026-06,F,18
24c145b0,2026-06,F,18
9ad2f9db,2026-06,F,18
4db3f659,2026-06,F,18
8674ffca,2026-06,F,18
97a59c73,2026-06,F,18
ac004865,2026-06,F,18
976e8055,2026-06,F,18
416fcba9,2026-06,F,18
e8a79841,2026-06,F,18
c420c9ae,2026-06,F,18
1650ae21,2026-06,F,18
1fc68203,2026-06,F,18
5987623a,2026-06,F,18
08f95a9a,2026-06,F,18
6df37549,2026-06,F,18
019bca87,2026-06,F,18
3f968250,2026-06,F,18
c1ce00af,2026-06,F,18
ad6139eb,2026-06,F,18
8dfc21f4,2026-06,F,18
19e385e8,2026-06,F,18
1d87fad8,2026-06,F,18
a712b1fc,2026-06,F,18
873c5f90,2026-06,F,18
fe2351a4,2026-06,F,18
222bf89a,2025-06,F,18
8c8ebce5,2025-06,F,18
53a3cf1a,2025-06,F,18
cd9002a9,2025-06,F,18
3c9f3339,2025-06,F,18
5db4b9ca,2025-06,F,18
82b9129f,2025-06,F,18
5406a631,2025-06,F,18
a6becde8,2025-06,F,18
505a7ea7,2025-06,F,18
45962ebe,2025-06,F,18
c22848f5,2025-06,F,18
96d9d728,2025-06,F,18
d33f5dfd,2025-06,F,18
8b4737ac,2025-06,F,18
00c8f885,2025-06,F,18
4f72467a,2025-06,F,18
2df0494b,2025-06,F,18
343ae11f,2025-06,F,18
ff3934e5,2025-06,F,18
18806068,2025-06,F,18
f6e212c8,2025-06,F,18
d675aecd,2025-06,F,18
dac8872a,2025-06,F,18
987a5776,2025-06,F,18
a8b5d128,2025-06,F,18
db86c09c,2025-06,F,18
61165626,2025-06,F,18
6a1b092a,2025-06,F,18
3ce44a1a,2025-06,F,18
259e37c1,2025-06,F,18
fb5823e4,2025-06,F,18
26262d81,2025-12,F,18
8bf6502d,2025-12,F,18
362204a7,2025-12,F,18
c2684b43,2025-12,F,18
d7d1e08a,2025-12,F,18
f2a0034b,2025-12,F,18
2aadab02,2025-12,F,18
ad457b3b,2025-12,F,18
86e23016,2025-12,F,18
db2314f0,2025-12,F,18
23e4af45,2025-12,F,18
2c181639,2025-12,F,18
a57e0839,2025-12,F,18
a1737118,2025-12,F,18
ab072f8f,2025-12,F,18
6d2db167,2025-12,F,18
b9ba3d77,2025-12,F,18
d12045bf,2025-12,F,18
f11dac70,2026-06,F,18
11faa0ad,2026-06,F,18
58baa05d,2026-06,F,18
fbe11918,2026-06,F,18
41845027,2026-06,F,18
f48580a0,2026-06,F,18
a63b6d4e,2026-06,F,18
8d6dc563,2026-06,F,18
0c87fe27,2026-06,F,18
6ab5d835,2026-06,F,18
6e77a85b,2026-06,F,18
34276799,2026-06,F,18
99da00c7,2026-06,F,18
6f06008a,2026-06,F,18
2ecc2045,2026-06,F,18
884389c1,2026-06,F,18
20169b6d,2026-06,F,18
dfadcf55,2026-06,F,18
a2703aaf,2026-06,F,18
dfc2c380,2026-06,F,18
607390dd,2026-06,F,18
af39b139,2026-06,F,18
989ee877,2026-06,F,18
97a3683c,2026-06,F,18
40f1e180,2026-06,F,18
fb78fe87,2026-06,F,18
012cc0ad,2026-06,F,18
d1acab8d,2026-06,F,18
924a704f,2026-06,F,18
c7b15c0b,2026-06,F,18
45dccdd9,2026-06,F,18
9d035924,2026-06,F,18
cf6d35af,2026-06,F,18
afbf841c,2026-06,F,18
57e42ed5,2026-06,F,18
b4f6067c,2026-06,F,18
f9e98267,2026-06,F,18
40a63387,2026-06,F,18
13e1cb1f,2026-06,F,18
1e47b60b,2026-06,F,18
f12c82fb,2026-06,F,18
0643feaf,2026-06,F,18
c066f5b9,2026-06,F,18
a84792d2,2026-06,F,18
a4f0383e,2025-06,F,18
24d1222e,2025-06,F,18
461e0cae,2025-06,F,18
36bc3429,2025-06,F,18
bd0e815a,2025-06,F,18
58c76cc9,2025-06,F,18
92506a70,2025-06,F,18
5d34d8cf,2025-06,F,18
20417316,2025-06,F,18
ee9c702c,2025-06,F,18
6329bdc7,2025-06,F,18
b2c47cd7,2025-06,F,18
abd4c05e,2025-06,F,18
cd43b641,2025-06,F,18
cafbf7cd,2025-06,F,18
8d2b8c65,2025-06,F,18
8cd485af,2025-06,F,18
8cd551e8,2025-06,F,18
ae102529,2025-06,F,18
1ad2e9f6,2025-06,F,18
77faf14c,2025-06,F,18
02f12769,2025-06,F,18
08b13617,2025-06,F,18
7a88843c,2025-06,F,18
fc7bf5c2,2025-06,F,18
2193dc56,2025-12,F,18
68592e73,2025-12,F,18
47123693,2025-12,F,18
02bc5a2a,2025-12,F,18
20c6eb79,2025-12,F,18
dbbc7aa9,2025-12,F,18
e016f579,2025-12,F,18
87794516,2025-12,F,18
5dfca6c0,2025-12,F,18
51873698,2025-12,F,18
2a27ab54,2025-12,F,18
12175837,2025-12,F,18
bdd41c97,2025-12,F,18
30342b06,2025-12,F,18
49e49dff,2025-12,F,18
7f4a67bd,2025-12,F,18
5cd6c979,2025-12,F,18
92b72d88,2025-12,F,18
a0b56e38,2025-12,F,18
aab5b465,2025-12,F,18
1cf385a3,2026-06,F,18
09f1c898,2026-06,F,18
90fe0fca,2026-06,F,18
ba355f6c,2026-06,F,18
c1e5b177,2026-06,F,18
949b3b51,2026-06,F,18
1419af5e,2026-06,F,18
56292581,2026-06,F,18
acb2861e,2026-06,F,18
597bb9b5,2026-06,F,18
25203d87,2026-06,F,18
237bb0fa,2026-06,F,18
294abf76,2026-06,F,18
c30d9c46,2026-06,F,18
751c35fe,2026-06,F,18
e8dd84e0,2026-06,F,18
6ad456dc,2026-06,F,18
ac66cf0b,2026-06,F,18
ee6b5f66,2026-06,F,18
c502007a,2026-06,F,18
0ef7327b,2026-06,F,18
aecca11e,2026-06,F,18
5343a2cd,2026-06,F,18
8d86bb6b,2026-06,F,18
850aa481,2026-06,F,18
e03d1170,2026-06,F,18
5cb410fa,2026-06,F,18
12825f0b,2026-06,F,18
9de10f57,2026-06,F,18
281111c8,2026-06,F,18
ab49fe5f,2026-06,F,18
e9647ec0,2026-06,F,18
b762f6d6,2026-06,F,18
00e710a5,2026-06,F,18
8b628ffb,2026-06,F,18
b124775a,2026-06,F,18
7a76585e,2026-06,F,18
818f3f89,2026-06,F,18
cd207ac4,2026-06,F,18
a8bd3fd6,2026-06,F,18
83989001,2026-06,F,18
c648923f,2025-06,F,18
3141f0fa,2025-06,F,18
7d28eb82,2025-06,F,18
808349eb,2025-06,F,18
851d27ec,2025-06,F,18
1ad1f3ab,2025-06,F,18
c9716243,2025-06,F,18
daa4785a,2025-06,F,18
ef46b1f4,2025-06,F,18
d8a9fbae,2025-06,F,18
76ab8646,2025-06,F,18
13a0793e,2025-06,F,18
94d6674f,2025-06,F,18
a0c90675,2025-06,F,18
0257fd4e,2025-06,F,18
0d2b5fd4,2025-06,F,18
faefe8e1,2025-06,F,18
7fe00e8b,2025-06,F,18
cf719cfc,2025-06,F,18
d3e2b14c,2025-06,F,18
4a985809,2025-06,F,18
b6fd6f32,2025-06,F,18
e071d75e,2025-06,F,18
fe50d605,2025-06,F,18
f5a58575,2025-06,F,18
5b1f423e,2025-06,F,18
910fdd9f,2025-06,F,18
2545f408,2025-12,F,18
d47023c0,2025-12,F,18
baa86e23,2025-12,F,18
d9cfe91d,2025-12,F,18
c92e9d3b,2025-12,F,18
98305bda,2025-12,F,18
1095568e,2025-12,F,18
2af28ba0,2025-12,F,18
92461310,2025-12,F,18
aefe8a3a,2025-12,F,18
d9a4671e,2025-12,F,18
dfce37c4,2025-12,F,18
68aa56e6,2025-12,F,18
3a447ce7,2025-12,F,18
ab2bba2a,2025-12,F,18
2abe76e2,2025-12,F,18
129547fb,2025-12,F,18
dafca95f,2026-06,F,18
ea0235fa,2026-06,F,18
fcfd779e,2026-06,F,18
70d7b179,2026-06,F,18
3063c738,2026-06,F,18
3da79a4f,2026-06,F,18
c87989da,2026-06,F,18
710ba0e0,2026-06,F,18
c6deac95,2026-06,F,18
41cffbd2,2026-06,F,18
241bcec0,2026-06,F,18
c762f42e,2026-06,F,18
86bfb531,2026-06,F,18
8feab4f8,2026-06,F,18
750aae4c,2026-06,F,18
6ed9940d,2026-06,F,18
6c95210a,2026-06,F,18
6ad7d23e,2026-06,F,18
c5d3a260,2026-06,F,18
dfc84c8b,2026-06,F,18
7949cb13,2026-06,F,18
1d8d81b3,2026-06,F,18
cd6521ba,2026-06,F,18
a256479c,2026-06,F,18
2f8ea24c,2026-06,F,18
b7fe9fb2,2026-06,F,18
357090f5,2026-06,F,18
2babb554,2026-06,F,18
1f005c84,2026-06,F,18
4c3a8d22,2026-06,F,18
cae9868f,2026-06,F,18
e52fdfdc,2026-06,F,18
9dc1c418,2026-06,F,18
cf161c64,2026-06,F,18
0113c142,2026-06,F,18
ff9d106b,2026-06,F,18
af9c3f55,2026-06,F,18
d0dbc552,2026-06,F,18
2c788e8c,2026-06,F,18
a681a309,2026-06,F,18
39b6e06a,2026-06,F,18
df563366,2026-06,F,18
6deb1ac1,2025-06,F,18
e4e504f1,2025-06,F,18
21f784f7,2025-06,F,18
7f4a67bd,2025-06,F,18
5b6af462,2025-06,F,18
1119d307,2025-06,F,18
acbaa105,2025-06,F,18
2456a0a8,2025-06,F,18
0152e83a,2025-06,F,18
e5b5e474,2025-06,F,18
16f40e19,2025-06,F,18
5e57bded,2025-06,F,18
8dcd3400,2025-06,F,18
176a90e8,2025-06,F,18
219b8b84,2025-06,F,18
a4bf2b86,2025-06,F,18
adcc76d8,2025-06,F,18
a285d0bc,2025-06,F,18
edf0441c,2025-06,F,18
8cfa43e1,2025-06,F,18
e5638622,2025-06,F,18
0b77ed4a,2025-06,F,18
cf92d8e4,2025-06,F,18
ba908dee,2025-06,F,18
9f879c23,2025-06,F,18
16680c79,2025-06,F,18
e2442095,2025-06,F,18
2c181639,2025-06,F,18
9ecc4162,2025-12,F,18
404ade90,2025-12,F,18
adbe009a,2025-12,F,18
6c8a7005,2025-12,F,18
8bf0604c,2025-12,F,18
111383ea,2025-12,F,18
dbbd2794,2025-12,F,18
334da953,2025-12,F,18
ff852da9,2025-12,F,18
7feb645c,2025-12,F,18
64385973,2025-12,F,18
54643d96,2025-12,F,18
6d1404b4,2025-12,F,18
664b1e79,2025-12,F,18
1777556b,2025-12,F,18
ab0331b1,2025-12,F,18
9bd4ff4c,2025-12,F,18
f6d4b436,2025-12,F,18
116222c6,2025-12,F,18
1753d72f,2025-12,F,18
ff34e8c8,2025-12,F,18
a43b6ac6,2025-12,F,18
c8919ed3,2025-12,F,18
dfe190ed,2025-12,F,18
85ec8f63,2025-12,F,18
74de394e,2025-12,F,18
e9a668cd,2026-06,F,18
5adb4109,2026-06,F,18
b7d04e08,2026-06,F,18
a574b264,2026-06,F,18
df3afa11,2026-06,F,18
f3dcd88e,2026-06,F,18
53464eae,2026-06,F,18
a21e2664,2026-06,F,18
f3af3dc6,2026-06,F,18
d52cb9a9,2026-06,F,18
ea8798e0,2026-06,F,18
978679b3,2026-06,F,18
c180ca4a,2026-06,F,18
9b97cac5,2026-06,F,18
ed189ae6,2026-06,F,18
1e885866,2026-06,F,18
9b722fe6,2026-06,F,18
b2c6ce6c,2026-06,F,18
08949f4d,2026-06,F,18
9ac9e902,2026-06,F,18
87bb4957,2026-06,F,18
c2e47d45,2026-06,F,18
ab22a427,2026-06,F,18
2cd46410,2026-06,F,18
3aa5d126,2026-06,F,18
1b09df05,2026-06,F,18
8258dabf,2026-06,F,18
c384ca93,2026-06,F,18
9c841a87,2026-06,F,18
4c06e5ec,2026-06,F,18
6957a8a3,2026-06,F,18
cf0c5b80,2026-06,F,18
2a6c1ebc,2026-06,F,18
0920358e,2026-06,F,18
c90d2724,2026-06,F,18
feaff642,2025-06,F,18
aaa7b466,2025-06,F,18
5eb65198,2025-06,F,18
1ebc263b,2025-06,F,18
51f14d14,2025-06,F,18
d1c48d16,2025-06,F,18
3ed23046,2025-06,F,18
ee4380c3,2025-06,F,18
24e7d06c,2025-06,F,18
91f92e4e,2025-06,F,18
c29f81f8,2025-06,F,18
04f48d11,2025-06,F,18
7889488d,2025-06,F,18
cc911d3d,2025-06,F,18
f766d03f,2025-06,F,18
9603788a,2025-06,F,18
0b24f1d6,2025-06,F,18
ee47754d,2025-06,F,18
ab2bba2a,2025-06,F,18
ca7ad4aa,2025-06,F,18
7c8fdcdf,2025-06,F,18
49de4cde,2025-06,F,18
147c547c,2025-06,F,18
35d11464,2025-06,F,18
f9dc75d2,2025-06,F,18
8ba34082,2025-12,F,18
48de87e9,2025-12,F,18
2974b3ed,2025-12,F,18
d6894fba,2025-12,F,18
43d8b529,2025-12,F,18
eb69efc8,2025-12,F,18
412c25e5,2025-12,F,18
e24d5684,2025-12,F,18
cff2f15a,2025-12,F,18
cbd32a98,2025-12,F,18
53243246,2025-12,F,18
b3f9c299,2025-12,F,18
52e8b6d0,2025-12,F,18
01d65346,2025-12,F,18
f55c8eda,2025-12,F,18
7270258c,2025-12,F,18
5a4fc828,2025-12,F,18
97a48c3d,2025-12,F,18
6002b609,2025-12,F,18
873be68b,2026-06,F,18
ba8c262a,2026-06,F,18
27b417a1,2026-06,F,18
d14772cf,2026-06,F,18
6e33d759,2026-06,F,18
9950e420,2026-06,F,18
28ef70e8,2026-06,F,18
c3e2c565,2026-06,F,18
db9ab0a4,2026-06,F,18
0436d2f3,2026-06,F,18
1dcb4cf7,2026-06,F,18
034fd1dd,2026-06,F,18
a84f067c,2026-06,F,18
e623c086,2026-06,F,18
de147be6,2026-06,F,18
9f48cad4,2026-06,F,18
f286f823,2026-06,F,18
db67b1f4,2026-06,F,18
090e7866,2026-06,F,18
94a00f44,2026-06,F,18
cd66c50f,2026-06,F,18
aed7e96a,2026-06,F,18
502df307,2026-06,F,18
6b870c8f,2026-06,F,18
0620c25b,2026-06,F,18
52967d6c,2026-06,F,18
ae248a5f,2026-06,F,18
226c247f,2026-06,F,18
67a14198,2026-06,F,18
fa4df5c1,2026-06,F,18
cb49ba36,2026-06,F,18
e0f42620,2026-06,F,18
52052f2d,2026-06,F,18
0511966b,2026-06,F,18
71340b06,2026-06,F,18
df434d9a,2025-06,F,18
f864d654,2025-06,F,18
a2688dea,2025-06,F,18
1a0cce94,2025-06,F,18
794e9e98,2025-06,F,18
51cb08f0,2025-06,F,18
b72320c4,2025-06,F,18
e26b7b13,2025-06,F,18
44b79bdb,2025-06,F,18
b0b8783b,2025-06,F,18
9fca1d85,2025-06,F,18
85dd7cb8,2025-06,F,18
ccb9a734,2025-06,F,18
19cd6921,2025-06,F,18
8d5865a5,2025-06,F,18
677f68de,2025-06,F,18
b6b12977,2025-06,F,18
8ec20fe4,2025-06,F,18
5e026428,2025-06,F,18
121d5360,2025-06,F,18
fa385941,2025-06,F,18
a67f052f,2025-06,F,18
f49a4369,2025-06,F,18
cb11d7bc,2025-06,F,18
314dfe4a,2025-06,F,18
78267cee,2025-12,F,18
9b493655,2025-12,F,18
593acef8,2025-12,F,18
ff040943,2025-12,F,18
7fa5662a,2025-12,F,18
13dfe6ec,2025-12,F,18
b2f45e76,2025-12,F,18
abe1e94c,2025-12,F,18
b0463569,2025-12,F,18
ec5d1f42,2025-12,F,18
46641f30,2025-12,F,18
d0ab28a3,2025-12,F,18
03626a81,2025-12,F,18
926ad937,2025-12,F,18
5ae04424,2025-12,F,18
4fb90d6d,2025-12,F,18
70ba180e,2025-12,F,18
b53a5e0c,2025-12,F,18
10a8f670,2025-12,F,18
cd57b375,2025-12,F,18
edf0441c,2025-12,F,18
b6a75514,2026-06,F,18
aa368142,2026-06,F,18
1a860fc0,2026-06,F,18
bd1aefe6,2026-06,F,18
e3ecf5e5,2026-06,F,18
42f471c2,2026-06,F,18
caaf99d0,2026-06,F,18
ca20d79d,2026-06,F,18
468fb76e,2026-06,F,18
18d0c4ee,2026-06,F,18
3efbb50d,2026-06,F,18
379214eb,2026-06,F,18
ad872b8f,2026-06,F,18
75684ea6,2026-06,F,18
fef43e2e,2026-06,F,18
5ed688f8,2026-06,F,18
2f3a6b1a,2026-06,F,18
2c96ba1d,2026-06,F,18
bbf03f51,2026-06,F,18
c201820b,2026-06,F,18
210d6bfb,2026-06,F,18
4e414fcd,2026-06,F,18
2112e21f,2026-06,F,18
1ffc6b32,2026-06,F,18
5c31bb52,2026-06,F,18
fc7bfff5,2026-06,F,18
41293e2d,2026-06,F,18
7fc3c26c,2026-06,F,18
95f308f0,2026-06,F,18
f6825a76,2026-06,F,18
0c11e447,2026-06,F,18
283e82a5,2026-06,F,18
ea36ca57,2026-06,F,18
47981c79,2026-06,F,18
541bb62f,2026-06,F,18
01c9ef87,2026-06,F,18
3d4c5024,2026-06,F,18
fdb62486,2026-06,F,18
b57bb66a,2026-06,F,18
530afa5f,2026-06,F,18
9999e486,2026-06,F,18
c8a21239,2026-06,F,18
87e77c53,2026-06,F,18
8816a50f,2026-06,F,18
ec5948b5,2026-06,F,18
0e9325cf,2026-06,F,18
c74f46e0,2025-06,F,18
abd197e4,2025-06,F,18
e2101acd,2025-06,F,18
c1f21e7d,2025-06,F,18
64bfdda0,2025-06,F,18
8e8c00d2,2025-06,F,18
376f4261,2025-06,F,18
1fae18f8,2025-06,F,18
65e7bf6e,2025-06,F,18
f2becc3c,2025-06,F,18
e48a693b,2025-06,F,18
d5c7fd76,2025-06,F,18
f0c8ed0e,2025-06,F,18
f9252561,2025-06,F,18
05d52d72,2025-06,F,18
98ca0362,2025-06,F,18
7d7af630,2025-06,F,18
8f0e44bf,2025-06,F,18
17d010d2,2025-06,F,18
352c1b88,2025-06,F,18
d16bd708,2025-06,F,18
ddc53854,2025-06,F,18
2cef7278,2025-06,F,18
1b8c85c6,2025-06,F,18
21e4ccc3,2025-06,F,18
20648a60,2025-06,F,18
8fa320da,2025-06,F,18
f84f7930,2025-06,F,18
c284e9b9,2025-06,F,18
c9237daa,2025-06,F,18
ad1738f2,2025-06,F,18
6cbe9b29,2025-06,F,18
2d085020,2025-06,F,18
1bccdd9d,2025-12,F,18
e90cad8b,2025-12,F,18
6014ac2d,2025-12,F,18
c2e5b755,2025-12,F,18
2d13b7f7,2025-12,F,18
61b35a46,2025-12,F,18
3ac8e519,2025-12,F,18
ef5e124b,2025-12,F,18
70c1cd66,2025-12,F,18
bc44707b,2025-12,F,18
d13fd442,2025-12,F,18
dff60879,2025-12,F,18
87e054a2,2025-12,F,18
1f74f23c,2025-12,F,18
98ca0362,2025-12,F,18
9efff8c7,2025-12,F,18
b4fe092b,2025-12,F,18
24e7d06c,2025-12,F,18
2950bdf9,2025-12,F,18
f5d65757,2026-06,F,18
7414a603,2026-06,F,18
53d7983d,2026-06,F,18
f2a3811c,2026-06,F,18
39372b8e,2026-06,F,18
f31aa9cd,2026-06,F,18
20cb2d32,2026-06,F,18
7bbf3bde,2026-06,F,18
e6966398,2026-06,F,18
13f62a13,2026-06,F,18
749e0875,2026-06,F,18
a174e08e,2026-06,F,18
56622729,2026-06,F,18
8fca8a7e,2026-06,F,18
5fd8e4b5,2026-06,F,18
5b582a24,2026-06,F,18
b0a5b4b1,2026-06,F,18
1af34a8f,2026-06,F,18
f22b2fce,2026-06,F,18
bea3b9fe,2026-06,F,18
cc5ac152,2026-06,F,18
dd66287c,2026-06,F,18
3af48fad,2026-06,F,18
daf33955,2026-06,F,18
c583b4ed,2026-06,F,18
15b6dca6,2026-06,F,18
54aea2d4,2026-06,F,18
e66a3103,2026-06,F,18
fec3468b,2026-06,F,18
b0767c0a,2026-06,F,18
9bb4633d,2026-06,F,18
3334e1ce,2026-06,F,18
0e844354,2026-06,F,18
bc5c921e,2026-06,F,18
7ca97712,2026-06,F,18
114eb3f5,2026-06,F,18
8bb07b0c,2026-06,F,18
fd2d6c6f,2026-06,F,18
39ccf869,2026-06,F,18
435ec096,2025-06,F,18
5f6b4269,2025-06,F,18
4ba691cb,2025-06,F,18
84faf014,2025-06,F,18
7d8059b3,2025-06,F,18
71df58a2,2025-06,F,18
db54a258,2025-06,F,18
26262d81,2025-06,F,18
31f2024e,2025-06,F,18
25eaa96c,2025-06,F,18
29de2d51,2025-06,F,18
089cc968,2025-06,F,18
1c322f62,2025-06,F,18
018ef3d5,2025-06,F,18
53fffdcc,2025-06,F,18
b207b206,2025-06,F,18
4fe64f93,2025-06,F,18
4481b691,2025-06,F,18
6c6d913d,2025-06,F,18
bc553f0a,2025-06,F,18
556dab0e,2025-06,F,18
f39f0d40,2025-06,F,18
988d1912,2025-06,F,18
e1758a45,2025-12,F,18
0a6ca690,2025-12,F,18
f1052979,2025-12,F,18
8b36643d,2025-12,F,18
4e0d1b6c,2025-12,F,18
23ad221c,2025-12,F,18
e4689d42,2025-12,F,18
89974da4,2025-12,F,18
2ec1b109,2025-12,F,18
3c67a9d4,2025-12,F,18
de7b75fd,2025-12,F,18
397b58b0,2025-12,F,18
3bf299c5,2025-12,F,18
9d70e5af,2025-12,F,18
cf0799a5,2025-12,F,18
2a92be9d,2025-12,F,18
b6f9858a,2025-12,F,18
60b0eae4,2025-12,F,18
f26bb34f,2025-12,F,18
5042a9ff,2025-12,F,18
